URL,Item_ID,Current_Time,Title,Price,Brand,Category,Size,Condition,Color,Material,Description,Favorites_Count,Upload_Date_Raw,Shipping_Cost,Shipping_Options_Count,Is_Boosted,Has_Buyer_Protection,Has_Item_Verification,Seller_User,Seller_Location,Last_Seen,Seller_Rating,Seller_Reviews_Count,Seller_distintivi,Seller_Is_Pro,Other_Items_Previewed_URLs
https://www.vinted.it/items/8346500457-sneaker-fila,8346500457,20260515_14-27,Sneaker Fila,25.0,FILA,Scarpe da ginnastica,41,Ottime,Bianco,,Scarpe fila bianche,11.0,2 mesi fa,3.29,1,True,True,False,seresa00,"Olbia, Italia",,5.0,5.0,[],False,https://www.vinted.it/items/8238083338-scarpe-bianche-uomo-puma|https://www.vinted.it/items/8708306703-ghd-brush|https://www.vinted.it/items/8916232110-iphone-8
https://www.vinted.it/items/8918694358-fila-teratach-600-taglia-42-us-9,8918694358,20260515_14-28,FILA Teratach 600 - Taglia 42 (US 9),3.63,FILA,Scarpe da ginnastica,42,Ottime,Bianco,"Pelle, Gomma, Pelle verniciata","Vendo sneakers FILA modello Teratach 600, colore bianco con dettagli blu navy. Un classico del brand dal design chunky e sportivo, molto comode per l'uso quotidiano.
Dettagli del prodotto:
Marca: FILA
Modello: Teratach 600 (codice 1BM01835-112)
Taglia: 42 EU / 8 UK / 9 US / 27 MEX
Materiale: Pelle sintetica e mesh
Colore: Bianco con loghi ricamati
Condizioni dell'articolo:
⚠️ ATTENZIONE: Le scarpe sono molto usate e presentano evidenti segni di usura, come visibile in foto:
Tomaia: Sono presenti diverse crepe e spellature sulla parte anteriore (punte) e sui lati.
Suola: Usurata ma ancora integra e funzionale.
Interni: Presentano segni di utilizzo e necessitano di una pulizia/igienizzazione profondaEstetica generale: Necessitano di un lavaggio accurato per tornare al bianco originale.
Ideali per: Chi cerca un paio di scarpe ""da battaglia"" per lavori, festival, o per chi vuole provare a restaurarle con prodotti specifici per la pelle sintetica.
... altro",,2 min fa,1.69,1,False,True,False,dariacicchina,,,4.9,11.0,['Annunci frequenti'],False,https://www.vinted.it/items/3609884483-bellissimo-scarpe-da-cerimonia-con-suola-in-cuoio|https://www.vinted.it/items/3879615796-piumino-anni-80-vintage-in-vera-piuma-doca|https://www.vinted.it/items/8800069050-t-shirt-bianca-fbla-future-business-leaders-of-america|https://www.vinted.it/items/8800115699-maglia-bianca-a-maniche-lunghe-taglia-m|https://www.vinted.it/items/8800164630-maglia-a-maniche-lunghe-happy-people-taglia-l|https://www.vinted.it/items/8800216249-t-shirt-bianca-indigo-denim-tony-montoro|https://www.vinted.it/items/8800257652-pepe-jeans-london-pantaloni-capri-midonna-taglia-31|https://www.vinted.it/items/8800287467-t-shirt-star-wars-darth-vader-stormtroopers-speciale-natale|https://www.vinted.it/items/8800336261-tommy-hilfiger-pantaloni-chino-slim-blu-navy-taglia-6-us|https://www.vinted.it/items/8800372234-maglia-tommy-hilfiger-long-sleeve-vintage-taglia-14-l-ragazzo|https://www.vinted.it/items/8840321938-giacca-denim-bianca-phard-dettagli-silver-gold|https://www.vinted.it/items/8840363376-reggiseno-balconcino-bianco-blondie-effetto-push-up|https://www.vinted.it/items/8862106141-nike-air-force-1-07-total-white-405
https://www.vinted.it/items/8837105451-scarpe-fila,8837105451,20260515_14-29,Scarpe Fila,20.0,FILA,Scarpe da ginnastica,45,Ottime,Turchese,Rete,Scarpe Fila grigio chiaro n.45 praticamente nuove messe 3 volte.,2.0,una settimana fa,3.29,1,True,True,False,nicolac5155,"Lucera, Italia",,5.0,23.0,['Annunci frequenti'],False,https://www.vinted.it/items/8889458064-maglia-tezenis|https://www.vinted.it/items/8889508449-coprispalle|https://www.vinted.it/items/8889531263-camicia-donna|https://www.vinted.it/items/8889678655-enciclopedia|https://www.vinted.it/items/8889708037-scienza|https://www.vinted.it/items/8889729847-libro|https://www.vinted.it/items/8889773240-opuscolo|https://www.vinted.it/items/8890236120-camicia-donna|https://www.vinted.it/items/8890293204-camicia-donna|https://www.vinted.it/items/8890378592-bongo|https://www.vinted.it/items/8890787177-laccetto-porta-pass|https://www.vinted.it/items/8890877353-berretto-esercito-italiano|https://www.vinted.it/items/8897742376-abito-uomo|https://www.vinted.it/items/8897786373-cappello-borsalino|https://www.vinted.it/items/8902659325-camicia-uomo|https://www.vinted.it/items/8902693893-camicia-uomo|https://www.vinted.it/items/8902743354-camicia-uomo|https://www.vinted.it/items/8902786172-camicia-uomo|https://www.vinted.it/items/8902834085-camicia-uomo|https://www.vinted.it/items/8906826415-marsupio-ferrari
https://www.vinted.it/items/8690721451-fila-disruptor,8690721451,20260515_14-29,Fila disruptor,6.0,FILA,Scarpe da ginnastica,37,Buone,Bianco,,"Fila disruptor donna . 
Taglia 37",14.0,3 settimane fa,2.29,1,True,True,False,erikaninni,"Strambino, Italia",,4.7,34.0,['Annunci frequenti'],False,https://www.vinted.it/items/8354668119-cappotto-grigio-con-cappuccio|https://www.vinted.it/items/8354681490-cappotto-beige-pittarello|https://www.vinted.it/items/8354701796-mantellaponcho|https://www.vinted.it/items/8354735655-cappotto-senape-pullbear|https://www.vinted.it/items/8354765677-cappotto-blu|https://www.vinted.it/items/8354803656-cappotto-senza-maniche-con-cintura|https://www.vinted.it/items/8354833515-cappotto-rosso-zuiki|https://www.vinted.it/items/8354881725-cappotto-pecora|https://www.vinted.it/items/8354907098-cappotto-grigio-con-bottoni|https://www.vinted.it/items/8354960231-soprabito-manica-34|https://www.vinted.it/items/8690566946-sneakers-alte|https://www.vinted.it/items/8690673197-sneakers-glitterate|https://www.vinted.it/items/8693101380-anfibi-pullbear|https://www.vinted.it/items/8693117796-scarpe-tacco-rosso|https://www.vinted.it/items/8785870969-salopette-denim-pullbear|https://www.vinted.it/items/8785901683-gonna-longuette|https://www.vinted.it/items/8785922954-jumpsuit-bershka|https://www.vinted.it/items/8785942467-vestito-velluto-asos|https://www.vinted.it/items/8785955494-vestito-zuiki|https://www.vinted.it/items/8785968777-minigonna-simil-raso
https://www.vinted.it/items/8782469066-fila-noir-velour,8782469066,20260515_14-30,Fila noir velour,5.0,FILA,Scarpe da ginnastica,37,Buone,Nero,,Taille 37,3.0,2 settimane fa,2.83,1,False,True,False,camiller461,"Alès, Francia",,4.7,58.0,['Annunci frequenti'],False,https://www.vinted.it/items/8783053499-robe-peppa-pig|https://www.vinted.it/items/8785446791-gilet-adidas-6-7-ans|https://www.vinted.it/items/8785477149-gilet-guess-taille-6-ans|https://www.vinted.it/items/8785532048-ensemble-pyjama|https://www.vinted.it/items/8785558827-bas-de-survetement|https://www.vinted.it/items/8785575588-legging-okaidi-6-ans|https://www.vinted.it/items/8785600982-manche-courte|https://www.vinted.it/items/8785678944-pull-jordan|https://www.vinted.it/items/8785701339-col-roule-kiabi-6-ans|https://www.vinted.it/items/8790023751-pull-a-capuche-guess-10-ans|https://www.vinted.it/items/8790033690-pull-quechua-9-ans|https://www.vinted.it/items/8790042921-manche-longue|https://www.vinted.it/items/8790047640-manche-courte-kiabi-8-ans|https://www.vinted.it/items/8790057092-manche-courte-decathlon-9-ans|https://www.vinted.it/items/8790082419-t-shirt-kiabi-6-ans|https://www.vinted.it/items/8803551215-manche-longue-decathlon|https://www.vinted.it/items/8902602620-parfum-vanille-power|https://www.vinted.it/items/8902613824-parfum-power-caramel-gourmand|https://www.vinted.it/items/8902631671-parfum-power-coco-parisienne|https://www.vinted.it/items/8908496247-parfum-50ml-au-choix
https://www.vinted.it/items/8746091364-scarpe-fila-bianche,8746091364,20260515_14-31,scarpe fila bianche,28.0,FILA,Scarpe da ginnastica,39,Ottime,Bianco,,"usate solo un paio di volte, platform",27.0,2 settimane fa,3.29,1,False,True,False,emanuelach0709,"Torino, Italia",,4.8,159.0,['Annunci frequenti'],False,https://www.vinted.it/items/8713013586-pantaloni-tezenis-in-materiale-plastico|https://www.vinted.it/items/8713071240-top-brillantinato|https://www.vinted.it/items/8713107942-body-a-maniche-lunghe|https://www.vinted.it/items/8713123124-body-fucsia|https://www.vinted.it/items/8713152396-blazer|https://www.vinted.it/items/8713177628-vestito-bershka-senza-spalle|https://www.vinted.it/items/8713199071-vestito-lungo|https://www.vinted.it/items/8713221287-vestito-lungo|https://www.vinted.it/items/8713252050-mom-jeans-strappati|https://www.vinted.it/items/8713279510-pantaloni-freddy-wear|https://www.vinted.it/items/8713295893-mini-abito|https://www.vinted.it/items/8713322055-vestito-senza-spalle|https://www.vinted.it/items/8713386213-maglia|https://www.vinted.it/items/8713400114-maglia|https://www.vinted.it/items/8713420666-blazer|https://www.vinted.it/items/8713439369-blazer|https://www.vinted.it/items/8719003689-tacchi-a-punta|https://www.vinted.it/items/8729229673-nintendo-switch4-giochicaricatore|https://www.vinted.it/items/8746121773-adidas-bianche-con-strisce-che-multicolore|https://www.vinted.it/items/8746183514-scarpe-liu-jo-grigie
https://www.vinted.it/items/7101808405-sneakers-fila,7101808405,20260515_14-31,Sneakers Fila,8.0,FILA,Scarpe da ginnastica,38,Ottime,"Rosa, Oro",,"Sneakers Fila colore rosa con inserti dorati e metallizzati , n. 38 calzata stretta per cui indossata un paio di volte, ottime condizioni",13.0,7 mesi fa,2.29,1,False,True,False,venderetutto,"Corato, Italia",,4.9,55.0,['Annunci frequenti'],False,https://www.vinted.it/items/6897190553-vestito-nero-lungo|https://www.vinted.it/items/7137777129-vestito-rosa-cipria|https://www.vinted.it/items/7137897265-vestito-marrone-chiaro|https://www.vinted.it/items/7137987464-vestito-rosso-fragola-tgm|https://www.vinted.it/items/7138053531-vestito-velluto-nero|https://www.vinted.it/items/7138547368-sandali-color-cuoio|https://www.vinted.it/items/8064113654-piuminopellicciotto-reversibile-color-crema|https://www.vinted.it/items/8130760844-tronchetti-primadonna-n39|https://www.vinted.it/items/8130925014-sneakers-hogan-interactive-n37|https://www.vinted.it/items/8131230120-sneakers-ynot-n38|https://www.vinted.it/items/8583142872-kwai-verde-tg-s-m|https://www.vinted.it/items/8839001452-piumino-blu-sh|https://www.vinted.it/items/8839060157-abito-in-maglia|https://www.vinted.it/items/8839247094-borsa-con-tracolla-rosa|https://www.vinted.it/items/8839331137-borsa-a-tracolla|https://www.vinted.it/items/8840691707-borsa-bianca-piccola-primadonna|https://www.vinted.it/items/8857910509-maglietta-camomilla-blu-e-verde|https://www.vinted.it/items/8858040722-maglietta-maniche-lunghe-intimissimi|https://www.vinted.it/items/8881606630-set-da-9-magliette-microfibra|https://www.vinted.it/items/8890525394-giubbotto-similpelle-tgxl
https://www.vinted.it/items/8909084195-fila-40,8909084195,20260515_14-31,Fila 40,25.0,FILA,Scarpe da ginnastica,40,Nuovo con cartellino,"Grigio, Blu",,Nuevas,9.0,un giorno fa,1.95,1,True,True,False,fresasandia777,"Hospitalet De Llobregat, L', Spagna",,5.0,49.0,['Annunci frequenti'],False,https://www.vinted.it/items/8852563300-fila-38|https://www.vinted.it/items/8882754246-fila-37|https://www.vinted.it/items/8882762214-fila-40|https://www.vinted.it/items/8897051727-fila-44|https://www.vinted.it/items/8909076582-fila-40|https://www.vinted.it/items/8909091570-fila-38
https://www.vinted.it/items/8775591452-schoenen-fila-maat-35-36,8775591452,20260515_14-31,Schoenen Fila maat 35-36,45.0,FILA,Scarpe da ginnastica con i lacci,35,Nuovo con cartellino,"Bianco, Argento",,"Let op: het is maat 36, maar ze vallen een maatje kleiner. 

Nieuw met doos. 

Om te filteren op maat, ga naar de ‘over mij’ pagina en klik op de juiste hashtag.
... altro",15.0,2 settimane fa,2.89,1,False,True,False,Als Nieuw kinderkleding,"Borne, Paesi Bassi",,5.0,800.0,['Pro'],True,https://www.vinted.it/items/8868904596-teenslippers-copacabana-maat-31|https://www.vinted.it/items/8868929471-teenslippers-vingino-maat-27|https://www.vinted.it/items/8868947410-teenslippers-go-bananas-maat-27|https://www.vinted.it/items/8868960181-slippers-go-bananas-maat-27|https://www.vinted.it/items/8868976729-teenslippers-go-bananas-maat-25|https://www.vinted.it/items/8868986939-teenslippers-go-bananas-maat-24|https://www.vinted.it/items/8869010190-badlaken-salted-stories|https://www.vinted.it/items/8869840625-slippers-ipanema-maat-33|https://www.vinted.it/items/8869847314-schoenen-jopper-schoenmaat-28|https://www.vinted.it/items/8869850415-schoenen-jopper-maat-26|https://www.vinted.it/items/8869854852-schoenen-jopper-maat-25|https://www.vinted.it/items/8869858856-schoenen-jopper-schoenmaat-30|https://www.vinted.it/items/8869862140-schoenen-jopper-maat-30|https://www.vinted.it/items/8880723991-sandalen-pinocchio-maat-27|https://www.vinted.it/items/8890506049-regenlaarzen-bergstein-maat-24|https://www.vinted.it/items/8891125252-regenlaarzen-bergstein-schoenmaat-35|https://www.vinted.it/items/8903226339-regenlaarzen-bergstein-maat-29|https://www.vinted.it/items/8905029258-schoenen-hip-maat-34|https://www.vinted.it/items/8905044753-teenslippers-ipanema-maat-33|https://www.vinted.it/items/8914897737-schoenen-hip-maat-38
https://www.vinted.it/items/8803407974-sneakers-collection-fila-mid-street-green,8803407974,20260515_14-31,Sneakers Collection: Fila Mid & Street Green,15.0,FILA,Scarpe da ginnastica,43,Buone,Bianco,,"Vengo queste due paia di sneakers dal design moderno e versatile, perfette per completare ogni outfit streetwear. Le scarpe sono state tenute con cura e sono pronte per una nuova casa!

Selling these two pairs of stylish sneakers, perfect for any streetwear enthusiast. Both pairs are in good shape and ready to ship internationally!
... altro",5.0,una settimana fa,3.29,1,True,True,False,riongshii,"Treviso, Italia",,5.0,1.0,['Annunci frequenti'],False,https://www.vinted.it/items/8708813638-jeans-black-relaxed-fit-bershka|https://www.vinted.it/items/8803433722-sneakers-street-style-white-forest-green|https://www.vinted.it/items/8866642441-sneakers-urban-navy-stripes
